id,name,rate
45065,"McCormick County, South Carolina",20
45067,"Marion County, South Carolina",474
45069,"Marlboro County, South Carolina",485
45071,"Newberry County, South Carolina",1463
45073,"Oconee County, South Carolina",1575
45075,"Orangeburg County, South Carolina",1056
45077,"Pickens County, South Carolina",3301
45079,"Richland County, South Carolina",12248
45081,"Saluda County, South Carolina",1697
45083,"Spartanburg County, South Carolina",10935
45085,"Sumter County, South Carolina",2352
45087,"Union County, South Carolina",130
45089,"Williamsburg County, South Carolina",209
45091,"York County, South Carolina",6110
46003,"Aurora County, South Dakota",92
46005,"Beadle County, South Dakota",1770
46007,"Bennett County, South Dakota",0
46009,"Bon Homme County, South Dakota",53
46011,"Brookings County, South Dakota",1324
46013,"Brown County, South Dakota",921
46015,"Brule County, South Dakota",16
46017,"Buffalo County, South Dakota",0
46019,"Butte County, South Dakota",44
46021,"Campbell County, South Dakota",9
46023,"Charles Mix County, South Dakota",6
46025,"Clark County, South Dakota",92
46027,"Clay County, South Dakota",393
46029,"Codington County, South Dakota",137
46031,"Corson County, South Dakota",15
46033,"Custer County, South Dakota",71
46035,"Davison County, South Dakota",324
46037,"Day County, South Dakota",31
46039,"Deuel County, South Dakota",66
46041,"Dewey County, South Dakota",2
46043,"Douglas County, South Dakota",29
46045,"Edmunds County, South Dakota",25
46047,"Fall River County, South Dakota",38
46049,"Faulk County, South Dakota",1
46051,"Grant County, South Dakota",148
46053,"Gregory County, South Dakota",0
46055,"Haakon County, South Dakota",0
46057,"Hamlin County, South Dakota",93
46059,"Hand County, South Dakota",5
46061,"Hanson County, South Dakota",2
46063,"Harding County, South Dakota",6
46065,"Hughes County, South Dakota",150
46067,"Hutchinson County, South Dakota",74
46069,"Hyde County, South Dakota",4
46071,"Jackson County, South Dakota",41
46073,"Jerauld County, South Dakota",38
46075,"Jones County, South Dakota",2
46077,"Kingsbury County, South Dakota",32
46079,"Lake County, South Dakota",117
46081,"Lawrence County, South Dakota",432
46083,"Lincoln County, South Dakota",464
46085,"Lyman County, South Dakota",0
46087,"McCook County, South Dakota",51
46089,"McPherson County, South Dakota",0
46091,"Marshall County, South Dakota",183
46093,"Meade County, South Dakota",188
46095,"Mellette County, South Dakota",5
46097,"Miner County, South Dakota",26
46099,"Minnehaha County, South Dakota",6880
46101,"Moody County, South Dakota",173
46102,"Oglala Lakota County, South Dakota",27
46103,"Pennington County, South Dakota",1123
46105,"Perkins County, South Dakota",8
46107,"Potter County, South Dakota",14
46109,"Roberts County, South Dakota",51
46111,"Sanborn County, South Dakota",18
46115,"Spink County, South Dakota",63
46117,"Stanley County, South Dakota",0
46119,"Sully County, South Dakota",13
46121,"Todd County, South Dakota",20
46123,"Tripp County, South Dakota",13
46125,"Turner County, South Dakota",48
46127,"Union County, South Dakota",92
46129,"Walworth County, South Dakota",217
46135,"Yankton County, South Dakota",190
46137,"Ziebach County, South Dakota",9
47001,"Anderson County, Tennessee",1294
47003,"Bedford County, Tennessee",2939
47005,"Benton County, Tennessee",169
47007,"Bledsoe County, Tennessee",88
47009,"Blount County, Tennessee",2116
47011,"Bradley County, Tennessee",3414
47013,"Campbell County, Tennessee",67
47015,"Cannon County, Tennessee",198
47017,"Carroll County, Tennessee",226
47019,"Carter County, Tennessee",304
47021,"Cheatham County, Tennessee",315
47023,"Chester County, Tennessee",265
47025,"Claiborne County, Tennessee",262
47027,"Clay County, Tennessee",70
47029,"Cocke County, Tennessee",129
47031,"Coffee County, Tennessee",1152
47033,"Crockett County, Tennessee",588
47035,"Cumberland County, Tennessee",814
47037,"Davidson County, Tennessee",53503
47039,"Decatur County, Tennessee",183
47041,"DeKalb County, Tennessee",849
47043,"Dickson County, Tennessee",743
47045,"Dyer County, Tennessee",482
47047,"Fayette County, Tennessee",280
47049,"Fentress County, Tennessee",61
47051,"Franklin County, Tennessee",627
47053,"Gibson County, Tennessee",291
47055,"Giles County, Tennessee",584
47057,"Grainger County, Tennessee",256
47059,"Greene County, Tennessee",711
47061,"Grundy County, Tennessee",42
47063,"Hamblen County, Tennessee",3567
47065,"Hamilton County, Tennessee",10221
47067,"Hancock County, Tennessee",8
47069,"Hardeman County, Tennessee",126
47071,"Hardin County, Tennessee",213
47073,"Hawkins County, Tennessee",324
47075,"Haywood County, Tennessee",144
47077,"Henderson County, Tennessee",131
47079,"Henry County, Tennessee",246
47081,"Hickman County, Tennessee",169
47083,"Houston County, Tennessee",41
47085,"Humphreys County, Tennessee",9
47087,"Jackson County, Tennessee",24
47089,"Jefferson County, Tennessee",883
47091,"Johnson County, Tennessee",155
47093,"Knox County, Tennessee",12502
47095,"Lake County, Tennessee",127
47097,"Lauderdale County, Tennessee",388
47099,"Lawrence County, Tennessee",401
47101,"Lewis County, Tennessee",132
47103,"Lincoln County, Tennessee",306
47105,"Loudon County, Tennessee",2179
47107,"McMinn County, Tennessee",948
47109,"McNairy County, Tennessee",77
47111,"Macon County, Tennessee",624
47113,"Madison County, Tennessee",1734
47115,"Marion County, Tennessee",150
47117,"Marshall County, Tennessee",750
47119,"Maury County, Tennessee",1911
47121,"Meigs County, Tennessee",0
47123,"Monroe County, Tennessee",955
47125,"Montgomery County, Tennessee",5104
47127,"Moore County, Tennessee",0
47129,"Morgan County, Tennessee",85
47131,"Obion County, Tennessee",406
47133,"Overton County, Tennessee",109
47135,"Perry County, Tennessee",11
47137,"Pickett County, Tennessee",21
47139,"Polk County, Tennessee",93
47141,"Putnam County, Tennessee",3307
47143,"Rhea County, Tennessee",540
47145,"Roane County, Tennessee",556
47147,"Robertson County, Tennessee",2107
47149,"Rutherford County, Tennessee",12985
47151,"Scott County, Tennessee",14
47153,"Sequatchie County, Tennessee",91
47155,"Sevier County, Tennessee",3902
47157,"Shelby County, Tennessee",38872
47159,"Smith County, Tennessee",68
47161,"Stewart County, Tennessee",81
47163,"Sullivan County, Tennessee",1205
47165,"Sumner County, Tennessee",3267
47167,"Tipton County, Tennessee",623
47169,"Trousdale County, Tennessee",42
47171,"Unicoi County, Tennessee",365
47173,"Union County, Tennessee",66
47175,"Van Buren County, Tennessee",38
47177,"Warren County, Tennessee",1657
47179,"Washington County, Tennessee",2809
47181,"Wayne County, Tennessee",125
47183,"Weakley County, Tennessee",277
47185,"White County, Tennessee",131
47187,"Williamson County, Tennessee",6500
47189,"Wilson County, Tennessee",3169
48001,"Anderson County, Texas",2834
48003,"Andrews County, Texas",1503
48005,"Angelina County, Texas",5447
48007,"Aransas County, Texas",869
48009,"Archer County, Texas",211
48011,"Armstrong County, Texas",9
48013,"Atascosa County, Texas",1658
48015,"Austin County, Texas",2036
48017,"Bailey County, Texas",1107
48019,"Bandera County, Texas",430
48021,"Bastrop County, Texas",6651
48023,"Baylor County, Texas",24
48025,"Bee County, Texas",893
48027,"Bell County, Texas",13425
48029,"Bexar County, Texas",145038
48031,"Blanco County, Texas",631
48033,"Borden County, Texas",7
48035,"Bosque County, Texas",829
48037,"Bowie County, Texas",2129
48039,"Brazoria County, Texas",22463
48041,"Brazos County, Texas",20670
48043,"Brewster County, Texas",168
48045,"Briscoe County, Texas",158
48047,"Brooks County, Texas",488
48049,"Brown County, Texas",1196
48051,"Burleson County, Texas",865
48053,"Burnet County, Texas",1781
48055,"Caldwell County, Texas",2151
48057,"Calhoun County, Texas",1422
48059,"Callahan County, Texas",141
48061,"Cameron County, Texas",69778
48063,"Camp County, Texas",849
48065,"Carson County, Texas",46
48067,"Cass County, Texas",277
48069,"Castro County, Texas",1241
48071,"Chambers County, Texas",3082
48073,"Cherokee County, Texas",3533
48075,"Childress County, Texas",160
48077,"Clay County, Texas",170
48079,"Cochran County, Texas",431
48081,"Coke County, Texas",31
48083,"Coleman County, Texas",129
48085,"Collin County, Texas",85041
48087,"Collingsworth County, Texas",383
48089,"Colorado County, Texas",826
48091,"Comal County, Texas",4444
48093,"Comanche County, Texas",896
48095,"Concho County, Texas",1368
48097,"Cooke County, Texas",2234
48099,"Coryell County, Texas",2202
48101,"Cottle County, Texas",66
48103,"Crane County, Texas",474
48105,"Crockett County, Texas",221
48107,"Crosby County, Texas",202
48109,"Culberson County, Texas",137
48111,"Dallam County, Texas",762
48113,"Dallas County, Texas",417437
48115,"Dawson County, Texas",770
48117,"Deaf Smith County, Texas",2324
48119,"Delta County, Texas",31
48121,"Denton County, Texas",61013
48123,"DeWitt County, Texas",441
48125,"Dickens County, Texas",79
48127,"Dimmit County, Texas",274
48129,"Donley County, Texas",63
48131,"Duval County, Texas",182
48133,"Eastland County, Texas",398
48135,"Ector County, Texas",13773
48137,"Edwards County, Texas",84
48139,"Ellis County, Texas",9527
48141,"El Paso County, Texas",122155
48143,"Erath County, Texas",2174
48145,"Falls County, Texas",755
48147,"Fannin County, Texas",1426
48149,"Fayette County, Texas",1201
48151,"Fisher County, Texas",71
48153,"Floyd County, Texas",375
48155,"Foard County, Texas",16
48157,"Fort Bend County, Texas",80970
48159,"Franklin County, Texas",439
48161,"Freestone County, Texas",1163
48163,"Frio County, Texas",1961
48165,"Gaines County, Texas",3009
48167,"Galveston County, Texas",17634
48169,"Garza County, Texas",2413
48171,"Gillespie County, Texas",1543
48173,"Glasscock County, Texas",140
48175,"Goliad County, Texas",100
48177,"Gonzales County, Texas",2350
48179,"Gray County, Texas",1446
48181,"Grayson County, Texas",5188
48183,"Gregg County, Texas",8099
48185,"Grimes County, Texas",1810
48187,"Guadalupe County, Texas",5503
48189,"Hale County, Texas",2564
48191,"Hall County, Texas",283
48193,"Hamilton County, Texas",216
48195,"Hansford County, Texas",833
48197,"Hardeman County, Texas",223
48199,"Hardin County, Texas",454
48201,"Harris County, Texas",737008
48203,"Harrison County, Texas",3247
48205,"Hartley County, Texas",491
48207,"Haskell County, Texas",827
48209,"Hays County, Texas",9572
48211,"Hemphill County, Texas",407
48213,"Henderson County, Texas",3252
48215,"Hidalgo County, Texas",173949
48217,"Hill County, Texas",1946
48219,"Hockley County, Texas",1267
48221,"Hood County, Texas",2136
48223,"Hopkins County, Texas",2123
48225,"Houston County, Texas",501
48227,"Howard County, Texas",2711
48229,"Hudspeth County, Texas",951
48231,"Hunt County, Texas",3974
48233,"Hutchinson County, Texas",944
48235,"Irion County, Texas",10
48237,"Jack County, Texas",303
48239,"Jackson County, Texas",770
48241,"Jasper County, Texas",647
48243,"Jeff Davis County, Texas",395
48245,"Jefferson County, Texas",19184
48247,"Jim Hogg County, Texas",303
48249,"Jim Wells County, Texas",1486
48251,"Johnson County, Texas",7592
48253,"Jones County, Texas",477
48255,"Karnes County, Texas",418
48257,"Kaufman County, Texas",6245
48259,"Kendall County, Texas",1313
48261,"Kenedy County, Texas",84
48263,"Kent County, Texas",26
48265,"Kerr County, Texas",1611
48267,"Kimble County, Texas",162
48269,"King County, Texas",30
48271,"Kinney County, Texas",482
48273,"Kleberg County, Texas",1433
48275,"Knox County, Texas",167
48277,"Lamar County, Texas",1494
48279,"Lamb County, Texas",871
48281,"Lampasas County, Texas",774
48283,"La Salle County, Texas",522
48285,"Lavaca County, Texas",1025
48287,"Lee County, Texas",791
48289,"Leon County, Texas",791
48291,"Liberty County, Texas",4250
48293,"Limestone County, Texas",1847
48295,"Lipscomb County, Texas",398
48297,"Live Oak County, Texas",596
48299,"Llano County, Texas",327
48301,"Loving County, Texas",13
48303,"Lubbock County, Texas",9742
48305,"Lynn County, Texas",292
48307,"McCulloch County, Texas",245
48309,"McLennan County, Texas",14679
48311,"McMullen County, Texas",33
48313,"Madison County, Texas",639
48315,"Marion County, Texas",38
48317,"Martin County, Texas",376
48319,"Mason County, Texas",342
48321,"Matagorda County, Texas",2478
48323,"Maverick County, Texas",12105
48325,"Medina County, Texas",1387
48327,"Menard County, Texas",61
48329,"Midland County, Texas",10882
48331,"Milam County, Texas",941
48333,"Mills County, Texas",214
48335,"Mitchell County, Texas",556
48337,"Montague County, Texas",781
48339,"Montgomery County, Texas",44145
48341,"Moore County, Texas",4837
48343,"Morris County, Texas",422
48345,"Motley County, Texas",9
48347,"Nacogdoches County, Texas",4597
48349,"Navarro County, Texas",4079
48351,"Newton County, Texas",168
48353,"Nolan County, Texas",292
48355,"Nueces County, Texas",16837
48357,"Ochiltree County, Texas",1726
48359,"Oldham County, Texas",19
48361,"Orange County, Texas",1110
48363,"Palo Pinto County, Texas",962
48365,"Panola County, Texas",857
48367,"Parker County, Texas",3019
48369,"Parmer County, Texas",1481
48371,"Pecos County, Texas",1287
48373,"Polk County, Texas",2445
48375,"Potter County, Texas",12953
48377,"Presidio County, Texas",1782
48379,"Rains County, Texas",196
48381,"Randall County, Texas",3114
48383,"Reagan County, Texas",605
48385,"Real County, Texas",53
48387,"Red River County, Texas",237
48389,"Reeves County, Texas",2869
48391,"Refugio County, Texas",157
48393,"Roberts County, Texas",0
48395,"Robertson County, Texas",801
48397,"Rockwall County, Texas",4390
48399,"Runnels County, Texas",245
48401,"Rusk County, Texas",2607
48403,"Sabine County, Texas",36
48405,"San Augustine County, Texas",103
48407,"San Jacinto County, Texas",674
48409,"San Patricio County, Texas",2140
48411,"San Saba County, Texas",437
48413,"Schleicher County, Texas",280
48415,"Scurry County, Texas",717
48417,"Shackelford County, Texas",52
48419,"Shelby County, Texas",2398
48421,"Sherman County, Texas",416
48423,"Smith County, Texas",12536
48425,"Somervell County, Texas",241
48427,"Starr County, Texas",15260
48429,"Stephens County, Texas",474
48431,"Sterling County, Texas",77
48433,"Stonewall County, Texas",23
48435,"Sutton County, Texas",330
48437,"Swisher County, Texas",361
48439,"Tarrant County, Texas",192184
48441,"Taylor County, Texas",4017
48443,"Terrell County, Texas",78
48445,"Terry County, Texas",732
48447,"Throckmorton County, Texas",19
48449,"Titus County, Texas",4709
48451,"Tom Green County, Texas",3400
48453,"Travis County, Texas",139352
48455,"Trinity County, Texas",455
48457,"Tyler County, Texas",291
48459,"Upshur County, Texas",997
48461,"Upton County, Texas",278
48463,"Uvalde County, Texas",2140
48465,"Val Verde County, Texas",6770
48467,"Van Zandt County, Texas",1723
48469,"Victoria County, Texas",3535
48471,"Walker County, Texas",3589
48473,"Waller County, Texas",4645
48475,"Ward County, Texas",518
48477,"Washington County, Texas",1360
48479,"Webb County, Texas",49899
48481,"Wharton County, Texas",2839
48483,"Wheeler County, Texas",502
48485,"Wichita County, Texas",5169
48487,"Wilbarger County, Texas",387
48489,"Willacy County, Texas",2677
48491,"Williamson County, Texas",29729
48493,"Wilson County, Texas",1109
48495,"Winkler County, Texas",705
48497,"Wise County, Texas",2732
48499,"Wood County, Texas",1025
48501,"Yoakum County, Texas",1824
48503,"Young County, Texas",813
48505,"Zapata County, Texas",3100
48507,"Zavala County, Texas",644
49001,"Beaver County, Utah",231
49003,"Box Elder County, Utah",721
49005,"Cache County, Utah",5457
49007,"Carbon County, Utah",288
49009,"Daggett County, Utah",11
49011,"Davis County, Utah",7818
49013,"Duchesne County, Utah",338
49015,"Emery County, Utah",149
49017,"Garfield County, Utah",147
49019,"Grand County, Utah",299
49021,"Iron County, Utah",1266
49023,"Juab County, Utah",103
49025,"Kane County, Utah",50
49027,"Millard County, Utah",778
49029,"Morgan County, Utah",132
49031,"Piute County, Utah",23
49033,"Rich County, Utah",12
49035,"Salt Lake County, Utah",84486
49037,"San Juan County, Utah",198
49039,"Sanpete County, Utah",926
49041,"Sevier County, Utah",262
49043,"Summit County, Utah",2602
49045,"Tooele County, Utah",1556
49047,"Uintah County, Utah",505
49049,"Utah County, Utah",25793
49051,"Wasatch County, Utah",2203
49053,"Washington County, Utah",4990
49055,"Wayne County, Utah",56
49057,"Weber County, Utah",11860
50001,"Addison County, Vermont",740
50003,"Bennington County, Vermont",387
50005,"Caledonia County, Vermont",314
50007,"Chittenden County, Vermont",5827
50009,"Essex County, Vermont",102
50011,"Franklin County, Vermont",435
50013,"Grand Isle County, Vermont",71
50015,"Lamoille County, Vermont",496
50017,"Orange County, Vermont",113
50019,"Orleans County, Vermont",328
50021,"Rutland County, Vermont",565
50023,"Washington County, Vermont",706
50025,"Windham County, Vermont",542
50027,"Windsor County, Vermont",828
51001,"Accomack County, Virginia",1790
51003,"Albemarle County, Virginia",5910
51005,"Alleghany County, Virginia",165
51007,"Amelia County, Virginia",10
51009,"Amherst County, Virginia",330
51011,"Appomattox County, Virginia",48
51013,"Arlington County, Virginia",29180
51015,"Augusta County, Virginia",775
51017,"Bath County, Virginia",90
51019,"Bedford County, Virginia",678
51021,"Bland County, Virginia",23
51023,"Botetourt County, Virginia",207
51025,"Brunswick County, Virginia",160
51027,"Buchanan County, Virginia",149
51029,"Buckingham County, Virginia",122
51031,"Campbell County, Virginia",960
51033,"Caroline County, Virginia",307
51035,"Carroll County, Virginia",383
51036,"Charles City County, Virginia",32
51037,"Charlotte County, Virginia",40
51041,"Chesterfield County, Virginia",13609
51043,"Clarke County, Virginia",308
51045,"Craig County, Virginia",1
51047,"Culpeper County, Virginia",2273
51049,"Cumberland County, Virginia",0
51051,"Dickenson County, Virginia",121
51053,"Dinwiddie County, Virginia",401
51057,"Essex County, Virginia",26
51059,"Fairfax County, Virginia",161185
51061,"Fauquier County, Virginia",2046
51063,"Floyd County, Virginia",68
51065,"Fluvanna County, Virginia",577
51067,"Franklin County, Virginia",867
51069,"Frederick County, Virginia",2443
51071,"Giles County, Virginia",140
51073,"Gloucester County, Virginia",227
51075,"Goochland County, Virginia",202
51077,"Grayson County, Virginia",170
51079,"Greene County, Virginia",588
51081,"Greensville County, Virginia",193
51083,"Halifax County, Virginia",193
51085,"Hanover County, Virginia",1580
51087,"Henrico County, Virginia",20729
51089,"Henry County, Virginia",1108
51091,"Highland County, Virginia",0
51093,"Isle of Wight County, Virginia",479
51095,"James City County, Virginia",1934
51097,"King and Queen County, Virginia",165
51099,"King George County, Virginia",148
51101,"King William County, Virginia",96
51103,"Lancaster County, Virginia",94
51105,"Lee County, Virginia",180
51107,"Loudoun County, Virginia",36959
51109,"Louisa County, Virginia",597
51111,"Lunenburg County, Virginia",244
51113,"Madison County, Virginia",110
51115,"Mathews County, Virginia",46
51117,"Mecklenburg County, Virginia",426
51119,"Middlesex County, Virginia",42
51121,"Montgomery County, Virginia",5974
51125,"Nelson County, Virginia",295
51127,"New Kent County, Virginia",137
51131,"Northampton County, Virginia",370
51133,"Northumberland County, Virginia",125
51135,"Nottoway County, Virginia",349
51137,"Orange County, Virginia",979
51139,"Page County, Virginia",176
51141,"Patrick County, Virginia",291
51143,"Pittsylvania County, Virginia",687
51145,"Powhatan County, Virginia",264
51147,"Prince Edward County, Virginia",455
51149,"Prince George County, Virginia",811
51153,"Prince William County, Virginia",46534
51155,"Pulaski County, Virginia",354
51157,"Rappahannock County, Virginia",231
51159,"Richmond County, Virginia",380
51161,"Roanoke County, Virginia",2088
51163,"Rockbridge County, Virginia",155
51165,"Rockingham County, Virginia",2803
51167,"Russell County, Virginia",222
51169,"Scott County, Virginia",136
51171,"Shenandoah County, Virginia",1494
51173,"Smyth County, Virginia",222
51175,"Southampton County, Virginia",118
51177,"Spotsylvania County, Virginia",4303
51179,"Stafford County, Virginia",4955
51181,"Surry County, Virginia",32
51183,"Sussex County, Virginia",197
51185,"Tazewell County, Virginia",244
51187,"Warren County, Virginia",537
51191,"Washington County, Virginia",430
51193,"Westmoreland County, Virginia",405
51195,"Wise County, Virginia",239
51197,"Wythe County, Virginia",104
51199,"York County, Virginia",2173
51510,"Alexandria city, Virginia",25165
51520,"Bristol city, Virginia",254
51530,"Buena Vista city, Virginia",38
51540,"Charlottesville city, Virginia",3967
51550,"Chesapeake city, Virginia",4651
51570,"Colonial Heights city, Virginia",395
51580,"Covington city, Virginia",28
51590,"Danville city, Virginia",693
51595,"Emporia city, Virginia",183
51600,"Fairfax city, Virginia",3298
51610,"Falls Church city, Virginia",938
51620,"Franklin city, Virginia",100
51630,"Fredericksburg city, Virginia",1259
51640,"Galax city, Virginia",612
51650,"Hampton city, Virginia",2577
51660,"Harrisonburg city, Virginia",6066
51670,"Hopewell city, Virginia",673
51678,"Lexington city, Virginia",130
51680,"Lynchburg city, Virginia",3027
51683,"Manassas city, Virginia",7370
51685,"Manassas Park city, Virginia",3301
51690,"Martinsville city, Virginia",286
51700,"Newport News city, Virginia",7181
51710,"Norfolk city, Virginia",8306
51720,"Norton city, Virginia",90
51730,"Petersburg city, Virginia",710
51735,"Poquoson city, Virginia",95
51740,"Portsmouth city, Virginia",1383
51750,"Radford city, Virginia",170
51760,"Richmond city, Virginia",9875
51770,"Roanoke city, Virginia",5561
51775,"Salem city, Virginia",583
51790,"Staunton city, Virginia",394
51800,"Suffolk city, Virginia",1092
51810,"Virginia Beach city, Virginia",14955
51820,"Waynesboro city, Virginia",548
51830,"Williamsburg city, Virginia",1158
51840,"Winchester city, Virginia",2389
53001,"Adams County, Washington",3768
53003,"Asotin County, Washington",117
53005,"Benton County, Washington",11517
53007,"Chelan County, Washington",5443
53009,"Clallam County, Washington",1550
53011,"Clark County, Washington",21735
53013,"Columbia County, Washington",111
53015,"Cowlitz County, Washington",2511
53017,"Douglas County, Washington",4539
53019,"Ferry County, Washington",97
53021,"Franklin County, Washington",15089
53023,"Garfield County, Washington",16
53025,"Grant County, Washington",14321
53027,"Grays Harbor County, Washington",2615
53029,"Island County, Washington",1890
53031,"Jefferson County, Washington",508
53033,"King County, Washington",224207
53035,"Kitsap County, Washington",5419
53037,"Kittitas County, Washington",1491
53039,"Klickitat County, Washington",639
53041,"Lewis County, Washington",2527
53043,"Lincoln County, Washington",103
53045,"Mason County, Washington",2301
53047,"Okanogan County, Washington",3211
53049,"Pacific County, Washington",666
53051,"Pend Oreille County, Washington",114
53053,"Pierce County, Washington",36369
53055,"San Juan County, Washington",495
53057,"Skagit County, Washington",7827
53059,"Skamania County, Washington",350
53061,"Snohomish County, Washington",53068
53063,"Spokane County, Washington",13271
53065,"Stevens County, Washington",624
53067,"Thurston County, Washington",9295
53069,"Wahkiakum County, Washington",51
53071,"Walla Walla County, Washington",4526
53073,"Whatcom County, Washington",11107
53075,"Whitman County, Washington",3186
53077,"Yakima County, Washington",33274
54001,"Barbour County, West Virginia",30
54003,"Berkeley County, West Virginia",1884
54005,"Boone County, West Virginia",17
54007,"Braxton County, West Virginia",1
54009,"Brooke County, West Virginia",102
54011,"Cabell County, West Virginia",1112
54013,"Calhoun County, West Virginia",29
54015,"Clay County, West Virginia",29
54017,"Doddridge County, West Virginia",33
54019,"Fayette County, West Virginia",130
54021,"Gilmer County, West Virginia",255
54023,"Grant County, West Virginia",7
54025,"Greenbrier County, West Virginia",301
54027,"Hampshire County, West Virginia",57
54029,"Hancock County, West Virginia",239
54031,"Hardy County, West Virginia",165
54033,"Harrison County, West Virginia",134
54035,"Jackson County, West Virginia",99
54037,"Jefferson County, West Virginia",1207
54039,"Kanawha County, West Virginia",1418
54041,"Lewis County, West Virginia",109
54043,"Lincoln County, West Virginia",6
54045,"Logan County, West Virginia",69
54047,"McDowell County, West Virginia",187
54049,"Marion County, West Virginia",308
54051,"Marshall County, West Virginia",70
54053,"Mason County, West Virginia",6
54055,"Mercer County, West Virginia",288
54057,"Mineral County, West Virginia",50
54059,"Mingo County, West Virginia",149
54061,"Monongalia County, West Virginia",3428
54063,"Monroe County, West Virginia",67
54065,"Morgan County, West Virginia",116
54067,"Nicholas County, West Virginia",19
54069,"Ohio County, West Virginia",322
54071,"Pendleton County, West Virginia",29
54073,"Pleasants County, West Virginia",0
54075,"Pocahontas County, West Virginia",10
54077,"Preston County, West Virginia",321
54079,"Putnam County, West Virginia",147
54081,"Raleigh County, West Virginia",864
54083,"Randolph County, West Virginia",109
54085,"Ritchie County, West Virginia",6
54087,"Roane County, West Virginia",14
54089,"Summers County, West Virginia",15
54091,"Taylor County, West Virginia",33
54093,"Tucker County, West Virginia",0
54095,"Tyler County, West Virginia",7
54097,"Upshur County, West Virginia",76
54099,"Wayne County, West Virginia",44
54101,"Webster County, West Virginia",0
54103,"Wetzel County, West Virginia",67
54105,"Wirt County, West Virginia",0
54107,"Wood County, West Virginia",293
54109,"Wyoming County, West Virginia",0
55001,"Adams County, Wisconsin",287
55003,"Ashland County, Wisconsin",55
55005,"Barron County, Wisconsin",641
55007,"Bayfield County, Wisconsin",125
55009,"Brown County, Wisconsin",9564
55011,"Buffalo County, Wisconsin",116
55013,"Burnett County, Wisconsin",93
55015,"Calumet County, Wisconsin",594
55017,"Chippewa County, Wisconsin",328
55019,"Clark County, Wisconsin",723
55021,"Columbia County, Wisconsin",411
55023,"Crawford County, Wisconsin",87
55025,"Dane County, Wisconsin",25563
55027,"Dodge County, Wisconsin",998
55029,"Door County, Wisconsin",244
55031,"Douglas County, Wisconsin",392
55033,"Dunn County, Wisconsin",614
55035,"Eau Claire County, Wisconsin",1497
55037,"Florence County, Wisconsin",13
55039,"Fond du Lac County, Wisconsin",2384
55041,"Forest County, Wisconsin",71
55043,"Grant County, Wisconsin",452
55045,"Green County, Wisconsin",518
55047,"Green Lake County, Wisconsin",501
55049,"Iowa County, Wisconsin",166
55051,"Iron County, Wisconsin",19
55053,"Jackson County, Wisconsin",130
55055,"Jefferson County, Wisconsin",2060
55057,"Juneau County, Wisconsin",211
55059,"Kenosha County, Wisconsin",4727
55061,"Kewaunee County, Wisconsin",191
55063,"La Crosse County, Wisconsin",1456
55065,"Lafayette County, Wisconsin",284
55067,"Langlade County, Wisconsin",193
55069,"Lincoln County, Wisconsin",87
55071,"Manitowoc County, Wisconsin",822
55073,"Marathon County, Wisconsin",2265
55075,"Marinette County, Wisconsin",199
55077,"Marquette County, Wisconsin",162
55078,"Menominee County, Wisconsin",95
55079,"Milwaukee County, Wisconsin",50648
55081,"Monroe County, Wisconsin",612
55083,"Oconto County, Wisconsin",276
55085,"Oneida County, Wisconsin",179
55087,"Outagamie County, Wisconsin",3863
55089,"Ozaukee County, Wisconsin",1339
55091,"Pepin County, Wisconsin",54
55093,"Pierce County, Wisconsin",460
55095,"Polk County, Wisconsin",340
55097,"Portage County, Wisconsin",998
55099,"Price County, Wisconsin",106
55101,"Racine County, Wisconsin",5141
55103,"Richland County, Wisconsin",198
55105,"Rock County, Wisconsin",4695
55107,"Rusk County, Wisconsin",141
55109,"St. Croix County, Wisconsin",492
55111,"Sauk County, Wisconsin",944
55113,"Sawyer County, Wisconsin",91
55115,"Shawano County, Wisconsin",343
55117,"Sheboygan County, Wisconsin",3132
55119,"Taylor County, Wisconsin",187
55121,"Trempealeau County, Wisconsin",796
55123,"Vernon County, Wisconsin",94
55125,"Vilas County, Wisconsin",165
55127,"Walworth County, Wisconsin",3959
55129,"Washburn County, Wisconsin",98
55131,"Washington County, Wisconsin",1379
55133,"Waukesha County, Wisconsin",8926
55135,"Waupaca County, Wisconsin",582
55137,"Waushara County, Wisconsin",447
55139,"Winnebago County, Wisconsin",2475
55141,"Wood County, Wisconsin",869
56001,"Albany County, Wyoming",1488
56003,"Big Horn County, Wyoming",232
56005,"Campbell County, Wyoming",1115
56007,"Carbon County, Wyoming",722
56009,"Converse County, Wyoming",160
56011,"Crook County, Wyoming",41
56013,"Fremont County, Wyoming",300
56015,"Goshen County, Wyoming",245
56017,"Hot Springs County, Wyoming",15
56019,"Johnson County, Wyoming",25
56021,"Laramie County, Wyoming",1610
56023,"Lincoln County, Wyoming",224
56025,"Natrona County, Wyoming",1233
56027,"Niobrara County, Wyoming",3
56029,"Park County, Wyoming",616
56031,"Platte County, Wyoming",131
56033,"Sheridan County, Wyoming",280
56035,"Sublette County, Wyoming",262
56037,"Sweetwater County, Wyoming",1835
56039,"Teton County, Wyoming",1887
56041,"Uinta County, Wyoming",368
56043,"Washakie County, Wyoming",250
56045,"Weston County, Wyoming",20
72001,"Adjuntas Municipio, Puerto Rico",32
72003,"Aguada Municipio, Puerto Rico",391
72005,"Aguadilla Municipio, Puerto Rico",518
